학교명,링크,결과,
신라대학교,http://www.silla.ac.kr,OK,
신한대학교,http://ipsi.shinhan.ac.kr/,Error: ConnectTimeout,ERROR
아신대학교,http://www.acts.ac.kr,OK,
아주대학교,http://www.ajou.ac.kr,OK,
안양대학교,http://www.anyang.ac.kr,OK,
연세대학교(미래),https://admission.yonsei.ac.kr/mirae/admission/html/main/main.asp,OK,
연세대학교(서울),https://apply.jinhakapply.com/Notice/1108067/A,OK,
영남대학교,http://enter.yu.ac.kr/,OK,
영산대학교,http://ipsi.ysu.ac.kr/,OK,
예수대학교,http://www.mpu.ac.kr/,OK,
예원예술대학교,https://www.yewon.ac.kr/intro.html,Error 404,ERROR
용인대학교,http://www.yongin.ac.kr,OK,
우석대학교,http://www.woosuk.ac.kr,Error: ChunkedEncodingError,x
우송대학교,https://www.wsu.ac.kr/,OK,
울산대학교,http://www.ulsan.ac.kr,OK,
원광대학교,https://www.wku.ac.kr/,OK,
위덕대학교,http://www.uu.ac.kr/,Error 400,x
유원대학교(U1대학교),https://ipsi.u1.ac.kr/html/ipsi/index.html,OK,
을지대학교,http://www.eulji.ac.kr/,Error 400,x
이화여자대학교,http://admission.ewha.ac.kr,OK,
인제대학교,http://www.inje.ac.kr,Error 400,ERROR
인천가톨릭대학교,http://www.iccu.ac.kr,Error 400,x
인천대학교,https://apply.jinhakapply.com/Notice/1123059/A,OK,
인하대학교,http://www.inha.ac.kr,OK,
장로회신학대학교,http://www.pcts.ac.kr,OK,
전남대학교,http://www.jnu.ac.kr/,OK,
전북대학교,https://www.jbnu.ac.kr/kor/,OK,
전주교육대학교,http://www.jnue.kr/,OK,
전주대학교,https://www.jj.ac.kr/,OK,
제주국제대학교,http://www.jeju.ac.kr/,OK,
제주대학교,http://www.cheju.ac.kr,Error: SSLError,ERROR
조선대학교,http://ibhak.chosun.ac.kr/,OK,
중부대학교,https://www.joongbu.ac.kr/,OK,
중앙대학교,http://www.cau.ac.kr,OK,
중원대학교,http://www.jwu.ac.kr/,OK,
진주교육대학교,http://www.cue.ac.kr,OK,
차 의과학대학교,http://www.cha.ac.kr,OK,
창신대학교,https://apply.jinhakapply.com/Notice/4143035/A,OK,
청운대학교,http://www.chungwoon.ac.kr,OK,
청주교육대학교,https://www.cje.ac.kr/web/main.do?screenTp=USER,OK,
청주대학교,http://www.chongju.ac.kr,OK,
초당대학교,https://www.cdu.ac.kr/,OK,
총신대학교,http://www.chongshin.ac.kr,OK,
추계예술대학교,http://www.chugye.ac.kr,Error: SSLError,x
춘천교육대학교,http://www.cnue.ac.kr/cnue/index.do,Error: SSLError,x
충남대학교,http://ipsi.cnu.ac.kr/,OK,
충북대학교,http://www.chungbuk.ac.kr/site/www/main.do,OK,
칼빈대학교,http://www.calvin.ac.kr,OK,
평택대학교,https://www.ptu.ac.kr,OK,
포항공과대학교,http://www.postech.ac.kr,OK,
한경국립대학교,https://apply.jinhakapply.com/Notice/3016099/A,OK,
한국공학대학교,https://iphak.tukorea.ac.kr/main.htm,OK,
한국교원대학교,https://www.knue.ac.kr/www/index.do,OK,
한국기술교육대학교,http://www.kut.ac.kr,Error: SSLError,ERROR
한국성서대학교,http://ipsi.bible.ac.kr/,OK,
한국외국어대학교,http://www.hufs.ac.kr,OK,
한국체육대학교,http://www.knsu.ac.kr/web/ipsi/home,Error 400,ERROR
한국침례신학대학교,http://www.kbtus.ac.kr,Error: ConnectTimeout,ERROR
한국항공대학교,http://ibhak.kau.ac.kr/admission/html/main/main.asp,OK,
한남대학교,http://www.hannam.ac.kr/,OK,
한동대학교,https://admissions.handong.edu/,OK,
한라대학교(원주),http://www.halla.ac.kr,OK,
한림대학교,http://admission.hallym.ac.kr,OK,
한서대학교,http://helper.hanseo.ac.kr/,OK,
한성대학교,https://enter.hansung.ac.kr,OK,
한세대학교,http://www.hansei.ac.kr,Error: ConnectionError,x
한신대학교,http://www.hs.ac.kr,OK,ERROR
한양대학교(서울),https://go.hanyang.ac.kr/gate.do,OK,
한양대학교(ERICA),http://goerica.hanyang.ac.kr/admission/intro.asp,OK,
한일장신대학교,http://www.hanil.ac.kr,OK,
협성대학교,http://www.hyupsung.ac.kr,Error: ConnectTimeout,ERROR
호남대학교,http://enter.honam.ac.kr/,OK,
호남신학대학교,http://www.htus.ac.kr,OK,
호서대학교,http://www.hoseo.ac.kr/,OK,
호원대학교,https://www.howon.ac.kr/2018/_admission/,OK,
홍익대학교,https://www.hongik.ac.kr/kr/admission/undergraduate-admission.do,OK,
화성의과학대학교,https://www.hsmu.ac.kr/sgu_main/index.do,Error: SSLError,ERROR
수원과학대학교,https://ipsi.ssc.ac.kr/,OK,
연암공과대학교,https://enter.yc.ac.kr/,Error: SSLError,x
신구대학교,https://enter.shingu.ac.kr/,OK,
경북전문대학교,https://ipsi.kbc.ac.kr/,OK,
안산대학교,https://iphak.ansan.ac.kr/,Error 502,x
한국영상대학교,https://ipsi.pro.ac.kr/,OK,
대림대학교,https://ent.daelim.ac.kr/,OK,
경북보건대학교,https://ipsi.gch.ac.kr/,OK,
가톨릭상지대학교,http://www.csj.ac.kr,Error 400,x
강동대학교,http://www.gangdong.ac.kr/,Error: SSLError,x
강릉영동대학교,http://www.gyc.ac.kr,OK,
강원도립대학,http://www.gw.ac.kr/,OK,
거제대학교,http://www.koje.ac.kr,OK,
경기과학기술대학교,http://www.gtec.ac.kr,OK,
경기과학기술대학교 조기취업형 계약학과,https://www.gtec.ac.kr,OK,
경남도립남해대학,http://www.namhae.ac.kr,Error: ConnectTimeout,ERROR
경남정보대학교,http://www.kit.ac.kr,Error: SSLError,x
경민대학교,http://www.kyungmin.ac.kr,OK,
경복대학교,http://www.kbu.ac.kr,OK,
경북과학대학교,http://www.kbcs.ac.kr,OK,
경북보건대학교,http://www.gch.ac.kr,OK,
경북전문대학교,http://www.kbc.ac.kr/,Error: TooManyRedirects,
경인여자대학교,http://www.kiwu.ac.kr,OK,
계명문화대학교,http://www.kmcu.ac.kr/,OK,
계원예술대학교,http://www.kaywon.ac.kr,OK,
광양보건대학교,http://gy.ac.kr,OK,
광주보건대학교,http://www.ghu.ac.kr/,OK,
구미대학교,http://www.gumi.ac.kr,Error 400,x
국립한국농수산대학,http://www.af.ac.kr/,OK,
국제대학교,http://www.kookje.ac.kr,OK,
군산간호대학교,http://www.kcn.ac.kr,OK,
군장대학교,http://www.kunjang.ac.kr,OK,
부천대학교,https://ipsi.bc.ac.kr/,OK,
유한대학교,https://sky.yuhan.ac.kr/,OK,
재능대학교,https://apply.jeiu.ac.kr:4443/apply/,OK,
인하공업전문대학,https://ipsi.inhatc.ac.kr/,OK,
서정대학교,https://www.seojeong.ac.kr/iphak/,OK,
여주대학교,https://ipsi.yit.ac.kr/,OK,
충북도립대학교,https://www.cpu.ac.kr/ipsi/,OK,
전북과학대학교,https://www.jbsc.ac.kr/portal/ipsi/main/main.do,OK,
기독간호대학교,http://www.ccn.ac.kr,OK,
김포대학교,http://www.kimpo.ac.kr,OK,
김해대학교,http://www.gimhae.ac.kr/,OK,
대경대학교,http://www.tk.ac.kr,Error 400,x
대구공업대학교,https://www.ttc.ac.kr/,OK,
대구과학대학교,http://www.tsu.ac.kr,Error: ConnectTimeout,ERROR
대구보건대학교,http://www.dhc.ac.kr/,OK,
대덕대학교,http://www.ddc.ac.kr,OK,
대동대학교,http://www.daedong.ac.kr,OK,
대림대학교,https://apply.jinhakapply.com/Notice/4047033/A,OK,
대전과학기술대학교,http://www.hu.ac.kr/,Error: ConnectionError,ERROR
동강대학교,http://www.dkc.ac.kr/,OK,
동남보건대학교,http://www.dongnam.ac.kr/,OK,
동서울대학교,http://www.du.ac.kr/,OK,
동아방송예술대학교,http://ipsi.dima.ac.kr/,OK,
동아보건대학교,http://www.dongac.ac.kr,Error: SSLError,x
동양미래대학교,http://www.dongyang.ac.kr,OK,
동원과학기술대학교,http://www.dist.ac.kr,OK,
동원대학교,http://www.tw.ac.kr/,OK,
동의과학대학교,http://www.dit.ac.kr,OK,
두원공과대학교,https://entrance.doowon.ac.kr/main.do,OK,
마산대학교,http://www.masan.ac.kr/,OK,
명지전문대학,http://www.mjc.ac.kr,OK,
한양여자대학교,https://www.hywoman.ac.kr/hyw_admission/,OK,
숭의여자대학교,https://www.sewu.ac.kr/admission/,OK,
서일대학교,https://www.seoil.ac.kr/ipsi/,OK,
명지전문대학,https://ipsi.joongbu.ac.kr/,OK,
강동대학교,https://www.gangdong.ac.kr/ipsi/,Error: SSLError,x
충북보건과학대학교,https://enter.chsu.ac.kr/,OK,
경기과학기술대학교,https://www.gtec.ac.kr/ipsi/,OK,
신안산대학교,https://apply.sau.ac.kr/,OK,
명지전문대학 조기취업형 계약학과,http://www.mjc.ac.kr/,OK,
목포과학대학교,http://ipsi.msu.ac.kr/main,Error: ConnectionError,ERROR
문경대학교,http://www.mkc.ac.kr/,OK,
배화여자대학교,http://www.baewha.ac.kr/,OK,
백석문화대학교,http://www.bscu.ac.kr/,OK,
백제예술대학교,http://www.paekche.ac.kr,OK,
부산경상대학교,http://www.bsks.ac.kr,OK,
부산과학기술대학교,http://www.bist.ac.kr/,OK,
부산보건대학교,http://www.dongju.ac.kr,Error 404,ERROR
부산여자대학교,http://www.bwc.ac.kr/intro/,OK,
부천대학교,http://www.bc.ac.kr/,OK,
서영대학교(광주),http://www.seoyeong.ac.kr/,OK,
서영대학교(파주),http://www.seoyeong.ac.kr,OK,
서울여자간호대학교,http://www.snjc.ac.kr/,OK,
서울예술대학교,http://www.seoularts.ac.kr,Error: SSLError,x
서일대학교,https://www.seoil.ac.kr/sites/ipsi/index.do?kr,OK,
서정대학교,http://www.seojeong.ac.kr,OK,
선린대학교,http://www.sunlin.ac.kr,OK,
세경대학교,http://www.saekyung.ac.kr/,OK,
송곡대학교,http://www.songgok.ac.kr/,OK,
송호대학교,http://www.songho.ac.kr,OK,
수성대학교,http://www.sc.ac.kr/,OK,
수원과학대학교,http://www.ssc.ac.kr/,OK,
호산대학교,http://iphak.hosan.ac.kr/,OK,
선린대학교,https://admission.sunlin.ac.kr/,OK,
대경대학교,https://www.dkuway.com/,Error 400,x
전주비전대학교,https://iphak.jvision.ac.kr/,OK,
오산대학교,https://iphak.osan.ac.kr/,OK,
동남보건대학교,https://ipsi.dongnam.ac.kr/,OK,
국제대학교,https://ipsi.kookje.ac.kr/,OK,
용인예술과학대학교,https://ipsi.ysc.ac.kr/,OK,
수원여자대학교,https://apply.jinhakapply.com/Notice/4094123/A,OK,
순천제일대학교,http://www.suncheon.ac.kr,OK,
숭의여자대학교,http://www.sewc.ac.kr,Error: ConnectionError,ERROR
신구대학교,http://www.shingu.ac.kr,OK,
신성대학교,http://www.shinsung.ac.kr,OK,
신안산대학교,http://www.sau.ac.kr/,OK,
아주자동차대학교,http://www.motor.ac.kr/,OK,
안동과학대학교,http://www.asc.ac.kr,OK,
안산대학교,http://www.ansan.ac.kr,Error 502,x
여주대학교,http://www.yit.ac.kr/,OK,
연성대학교,http://www.yeonsung.ac.kr/,OK,
연암공과대학교,http://www.yc.ac.kr,OK,
연암대학교,http://www.yonam.ac.kr,OK,
영남이공대학교,http://www.ync.ac.kr,OK,
영진전문대학교,http://www.yjc.ac.kr/,OK,
오산대학교,http://www.osan.ac.kr/,OK,
용인예술과학대학교,http://www.ysc.ac.kr,OK,
우송정보대학,http://www.wsi.ac.kr/,OK,
울산과학대학교,http://www.uc.ac.kr,OK,
웅지세무대학교,http://www.wat.ac.kr,OK,
유한대학교,https://apply.jinhakapply.com/Notice/4122054/A,OK,
인덕대학교,http://www.induk.ac.kr,OK,
인하공업전문대학,http://www.inhatc.ac.kr,OK,
장안대학교,http://www.jangan.ac.kr,OK,
동서울대학교,https://enter.du.ac.kr/,OK,
동원대학교,https://ipsi.tw.ac.kr/,OK,
강릉영동대학교,https://www.gyu.ac.kr/ipsi/,OK,
강원도립대학교,https://ipsi.gw.ac.kr/,OK,
세경대학교,https://www.saekyung.ac.kr/main/main.php,OK,
송곡대학교,https://www.songgok.ac.kr/iphak/Main.do,OK,
송호대학교,https://www.songho.ac.kr/iphak/index.do,Error: SSLError,x
한림성심대학교,https://ipsi.hsc.ac.kr/,OK,
재능대학교,http://www.jeiu.ac.kr,OK,
전남과학대학교,https://www.cntu.ac.kr/,OK,
전북과학대학교,http://www.jbsc.ac.kr/,OK,
전주기전대학,http://www.kijeon.ac.kr/,Error: ChunkedEncodingError,x
전주비전대학교,http://www.jvision.ac.kr,OK,
제주관광대학교,http://www.ctc.ac.kr,OK,
제주한라대학교,http://www.chu.ac.kr,OK,
조선간호대학교,http://www.cnc.ac.kr,OK,
조선이공대학교,http://www.cst.ac.kr/,OK,
진주보건대학교,http://www.jhc.ac.kr,OK,
창원문성대학교,http://www.cmu.ac.kr/,OK,
청강문화산업대학교,http://www.ck.ac.kr/,OK,
청암대학교,https://www.ca.ac.kr/,OK,
춘해보건대학교,http://www.ch.ac.kr,Error: SSLError,x
충남도립대학교,http://www.cnsu.ac.kr/,Error: SSLError,x
충북도립대학교,http://www.cpu.ac.kr,OK,
충북보건과학대학교,http://www.chsu.ac.kr,OK,
충청대학교,http://www.ok.ac.kr/,OK,
포항대학교,http://www.pohang.ac.kr,OK,
한국관광대학교,http://www.ktc.ac.kr,OK,
한국승강기대학교,http://www.klc.ac.kr/,Error: ConnectionError,ERROR
한국영상대학교,http://www.pro.ac.kr,OK,
한림성심대학교,http://www.hsc.ac.kr/,OK,
한양여자대학교,http://www.hywoman.ac.kr,OK,
동양미래대학교,https://ipsi.dongyang.ac.kr/,OK,
배화여자대학교,https://ipsi.baewha.ac.kr/,OK,
서울여자간호대학교,https://www.snjc.ac.kr/public_2017/ipsi/,OK,
삼육보건대학교,https://exam.shu.ac.kr/,OK,
대덕대학교,https://ipsi.ddu.ac.kr/,OK,
대전과학기술대학교,https://ipsi.dst.ac.kr/,OK,
대전보건대학교,https://ipsi.hit.ac.kr/,OK,
우송정보대학,https://ent.wsi.ac.kr/main/index.jsp,OK,
한영대학교,http://www.hanyeong.ac.kr,OK,
혜전대학교,http://www.hj.ac.kr,OK,
호산대학교,http://www.hosan.ac.kr/,OK,
계명문화대학교,https://www.kmcu.ac.kr/,Error: SSLError,x
대구공업대학교,https://entr.ttc.ac.kr/,OK,
대구과학대학교,https://ipsi.tsu.ac.kr/,OK,
대구보건대학교,https://www.dhc.ac.kr/iphak,OK,
수성대학교,https://ipsi.sc.ac.kr/,OK,
영남이공대학교,https://exam.ync.ac.kr/,OK,
영진전문대학교,https://ipsi.yju.ac.kr/,OK,
충청대학교,https://www.ok.ac.kr/ipsi/,OK,
대원대학교,https://www.daewon.ac.kr/mbs/ipsi/,OK,
아주자동차대학교,https://ipsi.motor.ac.kr/,OK,
안동과학대학교,https://ipsi.asc.ac.kr/,OK,
구미대학교,https://ipsi.gumi.ac.kr/,Error 400,x
거제대학교,https://enter.koje.ac.kr/,OK,
경남정보대학교,https://iphak.kit.ac.kr/,Error: SSLError,x
대동대학교,https://ipsi.daedong.ac.kr/,OK,
동원과학기술대학교,https://ipsi.dist.ac.kr/,Error: ConnectionError,x
동의과학대학교,https://ipsi.dit.ac.kr/,OK,
마산대학교,https://www.masan.ac.kr/info/Main.do,OK,
부산경상대학교,https://iphak.bsks.ac.kr/,OK,
부산과학기술대학교,https://ipsi.bist.ac.kr/,Error: ConnectionError,x
부산보건대학교,https://ipsi.bhu.ac.kr/,OK,
춘해보건대학교,https://ipsiw.ch.ac.kr/,Error: SSLError,x
한국승강기대학교,https://ipsi.klc.ac.kr/,OK,
경북대학교,http://www.knu.ac.kr,Error 400,x
"한국폴리텍Ⅱ대학(인천,남인천)",http://www.kopo.ac.kr/,OK,
"한국폴리텍Ⅲ대학(춘천,원주,강릉)",http://www.kopo.ac.kr/,OK,
"한국폴리텍Ⅳ대학(대전,청주,아산,충남)",http://www.kopo.ac.kr/,OK,
"한국폴리텍Ⅴ대학(광주,전북,전남,익산)",http://www.kopo.ac.kr/,OK,
"한국폴리텍Ⅵ대학(대구,구미,영주,영남융합기술)",http://www.kopo.ac.kr/,OK,
"한국폴리텍Ⅶ대학(창원,부산,울산)",http://www.kopo.ac.kr/,OK,
"한국폴리텍특성화대학(바이오,반도체융합,항공,로봇)",http://www.kopo.ac.kr/,OK,
"한국폴리텍I대학(서울정수,서울강서,성남,제주)",http://www.kopo.ac.kr/,OK,
ICT폴리텍대학,https://ipsi.ict.ac.kr/,OK,
ICT폴리텍대학,http://www.ict.ac.kr/,OK,
백석예술대학교,https://www.bau.ac.kr/admission/index.do,OK,
정화예술대학교,https://ipsi.jb.ac.kr/,OK,
국제예술대학교,http://kua.ac.kr/,OK,
백석예술대학교,http://gpin.bau.ac.kr/,OK,
정화예술대학교,http://www.jb.ac.kr/,OK,
디지털서울문화예술대학교,https://enter.jinhakapply.com/Notice/7014012/A,OK,
태재대학교,https://www.taejae.ac.kr/,OK,
숭실대학교 글로벌미래교육원(음악),https://ssulle.ssu.ac.kr/Entrance.do?cmd=viewEntranceExamApplication&gubun=insert&tabGubun=haksa,OK,
숭실대학교 글로벌미래교육원,https://ssulle.ssu.ac.kr/Entrance.do?cmd=viewEntranceExamApplication&gubun=insert&tabGubun=haksa,OK,
배화여자대학교 반도체소프트웨어과,https://ipsi.baewha.ac.kr/main.do,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightT/L21/70460244/x01/JINHAKAPPLY/2507_tw_RightT_292x100/2507_tw_RightT_292x100_250722.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightA/L21/967134010/x01/JINHAKAPPLY/2504_jvision_RightA_140x160_1/2504_jvision_RightA_140x160_1_250630.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightA/L21/1521768216/x02/JINHAKAPPLY/2504_jbsc_RightA_140x160_2/2504_jbsc_RightA_276x344_2_250630.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightA/L21/1984392539/x03/JINHAKAPPLY/2504_cpu_RightA_140x160_3/2504_cpu_RightA_276x344_3_250630.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightA/L21/974745748/x04/JINHAKAPPLY/2507_gumi_RightA_138x172_4/2507_gumi_RightA_138x172_4_250701.html/792f7563516d69784e33304143366c56,Error 400,x
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightCO/L22/1947869607/x01/JINHAKAPPLY/2504_COkangwon_RightCO_140x160_1/2504_COkangwon_RightCO_140x160_1_250410.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightCO/L22/1274799280/x02/JINHAKAPPLY/2508_COdaejeon_RightCO_140x160_2/2508_COdaejeon_RightCO_140x160_2_250820.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightB/L21/1605440882/x01/JINHAKAPPLY/2504_seojeong_RightB_292x77_1/2504_seojeong_RightB_292x77_1_250418.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightB/L21/1097657063/x02/JINHAKAPPLY/2504_chungwoon_RightB_292x77_2/2504_chungwoon_RightB_292x77_2_250418.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightB/L21/952189638/x03/JINHAKAPPLY/2504_scau_RightB_292x77_3/2504_scau_RightB_292x77_3_250418.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RightB/L21/1488291528/x04/JINHAKAPPLY/2504_ysc_RightB_292x77_4/2504_ysc_RightB_292x77_4_250418.html/792f7563516d69784e33304143366c56,OK,
,https://apply.jinhakapply.com/Customer/Notice?id=70337&categoryid=0,OK,
원서작성 가이드,https://youtu.be/DDjxB6mUsag,OK,
챗봇 상담 바로가기,https://accounts.kakao.com/login/?continue=https%3A%2F%2Fpf.kakao.com%2F_sCIyd%2Fchat#login,OK,
원격지원 프로그램,https://apply.jinhakapply.com/Common/Remote/,OK,
FAQ 바로가기,https://apply.jinhakapply.com/Customer/Faq,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/Bottom/L21/1673561473/x01/JINHAKAPPLY/2506_shinhan_Bottom_197x60_1/2506_shinhan_Bottom_197x60_1_250602.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/Bottom/L21/1562104705/x02/JINHAKAPPLY/2504_kumoh_Bottom_197x60_2/2504_kumoh_Bottom_197x60_2_250408.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/Bottom/L21/1372273526/x03/JINHAKAPPLY/2504_daegu_Bottom_197x60_3/2504_daegu_Bottom_197x60_3_250408.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/Bottom/L21/1108000944/x04/JINHAKAPPLY/2504_dcu_Bottom_197x60_4/2504_dcu_Bottom_197x60_4_250408.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/Bottom/L21/839094210/x05/JINHAKAPPLY/2504_scau_Bottom_197x60_5/2504_scau_Bottom_197x60_5_250408.html/792f7563516d69784e33304143366c56,OK,
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/Bottom/L21/1381890080/x06/JINHAKAPPLY/2507_gumi_Bottom_197x60_6/2507_gumi_Bottom_197x60_6_250701.html/792f7563516d69784e33304143366c56,Error 400,x
더보기,https://apply.jinhakapply.com/Customer/Notice,OK,
챗봇 상담,https://accounts.kakao.com/login/?continue=https%3A%2F%2Fpf.kakao.com%2F_sCIyd%2Fchat#login,OK,
원서 작성 가이드,https://youtu.be/DDjxB6mUsag,OK,
FAQ,https://apply.jinhakapply.com/Customer/Faq,OK,
